This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=551743&from=1662750828000
flat_modules is the only option now for updated Alvis nodes. You can remove this function call.
  0%|          | 0/23 [00:00<?, ?it/s]
epoch 206 iter 7: train loss 0.97818. lr 5.999999e-03:  30%|███       | 7/23 [00:01<00:03,  4.94it/s]
epoch 206 iter 8: train loss 0.95075. lr 5.999999e-03:  30%|███       | 7/23 [00:01<00:03,  4.94it/s]
epoch 206 iter 8: train loss 0.95075. lr 5.999999e-03:  39%|███▉      | 9/23 [00:01<00:02,  6.00it/s]
epoch 206 iter 9: train loss 0.96321. lr 5.999999e-03:  39%|███▉      | 9/23 [00:01<00:02,  6.00it/s]
epoch 206 iter 10: train loss 0.92862. lr 5.999999e-03:  39%|███▉      | 9/23 [00:01<00:02,  6.00it/s]
epoch 206 iter 10: train loss 0.92862. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01,  7.15it/s]
epoch 206 iter 11: train loss 0.93264. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01,  7.15it/s]
epoch 206 iter 12: train loss 0.93714. lr 5.999999e-03:  48%|████▊     | 11/23 [00:02<00:01,  7.15it/s]
epoch 206 iter 12: train loss 0.93714. lr 5.999999e-03:  57%|█████▋    | 13/23 [00:02<00:01,  8.12it/s]
epoch 206 iter 13: train loss 0.98142. lr 5.999999e-03:  57%|█████▋    | 13/23 [00:02<00:01,  8.12it/s]
epoch 206 iter 13: train loss 0.98142. lr 5.999999e-03:  61%|██████    | 14/23 [00:02<00:01,  7.30it/s]
epoch 206 iter 14: train loss 0.91410. lr 5.999999e-03:  61%|██████    | 14/23 [00:02<00:01,  7.30it/s]
epoch 206 iter 14: train loss 0.91410. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:02<00:01,  7.57it/s]
epoch 206 iter 15: train loss 0.96255. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:02<00:01,  7.57it/s]
epoch 206 iter 16: train loss 0.91591. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:02<00:01,  7.57it/s]
epoch 206 iter 16: train loss 0.91591. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:02<00:00,  8.55it/s]
epoch 206 iter 17: train loss 0.95140. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:02<00:00,  8.55it/s]
epoch 206 iter 18: train loss 0.91912. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:02<00:00,  8.55it/s]
epoch 206 iter 18: train loss 0.91912. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:02<00:00,  9.30it/s]
epoch 206 iter 19: train loss 0.93430. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:02<00:00,  9.30it/s]
epoch 206 iter 20: train loss 0.97271. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:02<00:00,  9.30it/s]
epoch 206 iter 20: train loss 0.97271. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:02<00:00,  9.39it/s]
epoch 206 iter 21: train loss 0.95507. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:02<00:00,  9.39it/s]
epoch 206 iter 22: train loss 0.96070. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:03<00:00,  9.39it/s]
epoch 206 iter 22: train loss 0.96070. lr 5.999999e-03: 100%|██████████| 23/23 [00:03<00:00, 10.23it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 207 iter 0: train loss 0.97264. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 207 iter 1: train loss 0.96832. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 207 iter 1: train loss 0.96832. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 13.31it/s]
epoch 207 iter 2: train loss 0.95156. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 13.31it/s]
epoch 207 iter 3: train loss 0.97357. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 13.31it/s]
epoch 207 iter 3: train loss 0.97357. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 12.42it/s]
epoch 207 iter 4: train loss 0.99931. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 12.42it/s]
epoch 207 iter 5: train loss 0.97513. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 12.42it/s]
epoch 207 iter 5: train loss 0.97513. lr 5.999999e-03:  26%|██▌       | 6/23 [00:00<00:01, 12.50it/s]
epoch 207 iter 6: train loss 0.92142. lr 5.999999e-03:  26%|██▌       | 6/23 [00:00<00:01, 12.50it/s]
epoch 207 iter 7: train loss 1.01098. lr 5.999999e-03:  26%|██▌       | 6/23 [00:00<00:01, 12.50it/s]
epoch 207 iter 7: train loss 1.01098. lr 5.999999e-03:  35%|███▍      | 8/23 [00:00<00:01, 12.11it/s]
epoch 207 iter 8: train loss 0.96416. lr 5.999999e-03:  35%|███▍      | 8/23 [00:00<00:01, 12.11it/s]
epoch 207 iter 9: train loss 0.94932. lr 5.999999e-03:  35%|███▍      | 8/23 [00:00<00:01, 12.11it/s]
epoch 207 iter 9: train loss 0.94932. lr 5.999999e-03:  43%|████▎     | 10/23 [00:00<00:01, 12.22it/s]
epoch 207 iter 10: train loss 0.94256. lr 5.999999e-03:  43%|████▎     | 10/23 [00:00<00:01, 12.22it/s]
epoch 207 iter 11: train loss 0.97327. lr 5.999999e-03:  43%|████▎     | 10/23 [00:00<00:01, 12.22it/s]
epoch 207 iter 11: train loss 0.97327. lr 5.999999e-03:  52%|█████▏    | 12/23 [00:00<00:00, 12.49it/s]
epoch 207 iter 12: train loss 0.91792. lr 5.999999e-03:  52%|█████▏    | 12/23 [00:01<00:00, 12.49it/s]
epoch 207 iter 13: train loss 0.98743. lr 5.999999e-03:  52%|█████▏    | 12/23 [00:01<00:00, 12.49it/s]
epoch 207 iter 13: train loss 0.98743. lr 5.999999e-03:  61%|██████    | 14/23 [00:01<00:00, 12.16it/s]
epoch 207 iter 14: train loss 0.94221. lr 5.999999e-03:  61%|██████    | 14/23 [00:01<00:00, 12.16it/s]
epoch 207 iter 15: train loss 0.92758. lr 5.999999e-03:  61%|██████    | 14/23 [00:01<00:00, 12.16it/s]
epoch 207 iter 15: train loss 0.92758. lr 5.999999e-03:  70%|██████▉   | 16/23 [00:01<00:00, 11.81it/s]
epoch 207 iter 16: train loss 0.92136. lr 5.999999e-03:  70%|██████▉   | 16/23 [00:01<00:00, 11.81it/s]
epoch 207 iter 17: train loss 0.96268. lr 5.999999e-03:  70%|██████▉   | 16/23 [00:01<00:00, 11.81it/s]
epoch 207 iter 17: train loss 0.96268. lr 5.999999e-03:  78%|███████▊  | 18/23 [00:01<00:00, 11.36it/s]
epoch 207 iter 18: train loss 0.93758. lr 5.999999e-03:  78%|███████▊  | 18/23 [00:01<00:00, 11.36it/s]
epoch 207 iter 19: train loss 0.94590. lr 5.999999e-03:  78%|███████▊  | 18/23 [00:01<00:00, 11.36it/s]
epoch 207 iter 19: train loss 0.94590. lr 5.999999e-03:  87%|████████▋ | 20/23 [00:01<00:00, 11.49it/s]
epoch 207 iter 20: train loss 0.97162. lr 5.999999e-03:  87%|████████▋ | 20/23 [00:01<00:00, 11.49it/s]
epoch 207 iter 21: train loss 0.95863. lr 5.999999e-03:  87%|████████▋ | 20/23 [00:01<00:00, 11.49it/s]
epoch 207 iter 21: train loss 0.95863. lr 5.999999e-03:  96%|█████████▌| 22/23 [00:01<00:00, 11.67it/s]
epoch 207 iter 22: train loss 0.94267. lr 5.999999e-03:  96%|█████████▌| 22/23 [00:01<00:00, 11.67it/s]
epoch 207 iter 22: train loss 0.94267. lr 5.999999e-03: 100%|██████████| 23/23 [00:01<00:00, 11.58it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 208 iter 0: train loss 0.93788. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 208 iter 1: train loss 0.93217. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 208 iter 1: train loss 0.93217. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 12.39it/s]
epoch 208 iter 2: train loss 0.94263. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 12.39it/s]
epoch 208 iter 3: train loss 0.94982. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 12.39it/s]
epoch 208 iter 3: train loss 0.94982. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 11.91it/s]
epoch 208 iter 4: train loss 0.98717. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 11.91it/s]
epoch 208 iter 4: train loss 0.98717. lr 5.999999e-03:  22%|██▏       | 5/23 [00:00<00:01, 10.52it/s]
epoch 208 iter 5: train loss 0.95603. lr 5.999999e-03:  22%|██▏       | 5/23 [00:00<00:01, 10.52it/s]
epoch 208 iter 6: train loss 0.94337. lr 5.999999e-03:  22%|██▏       | 5/23 [00:00<00:01, 10.52it/s]
epoch 208 iter 6: train loss 0.94337. lr 5.999999e-03:  30%|███       | 7/23 [00:00<00:01, 11.07it/s]
epoch 208 iter 7: train loss 0.97425. lr 5.999999e-03:  30%|███       | 7/23 [00:00<00:01, 11.07it/s]
epoch 208 iter 8: train loss 0.94190. lr 5.999999e-03:  30%|███       | 7/23 [00:00<00:01, 11.07it/s]
epoch 208 iter 8: train loss 0.94190. lr 5.999999e-03:  39%|███▉      | 9/23 [00:00<00:01, 10.77it/s]
epoch 208 iter 9: train loss 0.98570. lr 5.999999e-03:  39%|███▉      | 9/23 [00:00<00:01, 10.77it/s]
epoch 208 iter 10: train loss 0.90873. lr 5.999999e-03:  39%|███▉      | 9/23 [00:00<00:01, 10.77it/s]
epoch 208 iter 10: train loss 0.90873. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01, 10.70it/s]
epoch 208 iter 11: train loss 0.96218. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01, 10.70it/s]
epoch 208 iter 11: train loss 0.96218. lr 5.999999e-03:  52%|█████▏    | 12/23 [00:01<00:01, 10.02it/s]
epoch 208 iter 12: train loss 0.94509. lr 5.999999e-03:  52%|█████▏    | 12/23 [00:01<00:01, 10.02it/s]
epoch 208 iter 13: train loss 0.94619. lr 5.999999e-03:  52%|█████▏    | 12/23 [00:01<00:01, 10.02it/s]
epoch 208 iter 13: train loss 0.94619. lr 5.999999e-03:  61%|██████    | 14/23 [00:01<00:00, 10.01it/s]
epoch 208 iter 14: train loss 0.92843. lr 5.999999e-03:  61%|██████    | 14/23 [00:01<00:00, 10.01it/s]
epoch 208 iter 15: train loss 0.92162. lr 5.999999e-03:  61%|██████    | 14/23 [00:01<00:00, 10.01it/s]
epoch 208 iter 15: train loss 0.92162. lr 5.999999e-03:  70%|██████▉   | 16/23 [00:01<00:00, 10.49it/s]
epoch 208 iter 16: train loss 0.93525. lr 5.999999e-03:  70%|██████▉   | 16/23 [00:01<00:00, 10.49it/s]
epoch 208 iter 17: train loss 0.95035. lr 5.999999e-03:  70%|██████▉   | 16/23 [00:01<00:00, 10.49it/s]
epoch 208 iter 17: train loss 0.95035. lr 5.999999e-03:  78%|███████▊  | 18/23 [00:01<00:00, 10.69it/s]
epoch 208 iter 18: train loss 0.91134. lr 5.999999e-03:  78%|███████▊  | 18/23 [00:01<00:00, 10.69it/s]
epoch 208 iter 19: train loss 0.94542. lr 5.999999e-03:  78%|███████▊  | 18/23 [00:01<00:00, 10.69it/s]
epoch 208 iter 19: train loss 0.94542. lr 5.999999e-03:  87%|████████▋ | 20/23 [00:01<00:00, 10.48it/s]
epoch 208 iter 20: train loss 0.98952. lr 5.999999e-03:  87%|████████▋ | 20/23 [00:01<00:00, 10.48it/s]
epoch 208 iter 21: train loss 0.96267. lr 5.999999e-03:  87%|████████▋ | 20/23 [00:02<00:00, 10.48it/s]
epoch 208 iter 21: train loss 0.96267. lr 5.999999e-03:  96%|█████████▌| 22/23 [00:02<00:00, 11.01it/s]
epoch 208 iter 22: train loss 0.92948. lr 5.999999e-03:  96%|█████████▌| 22/23 [00:02<00:00, 11.01it/s]
epoch 208 iter 22: train loss 0.92948. lr 5.999999e-03: 100%|██████████| 23/23 [00:02<00:00, 10.88it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 209 iter 0: train loss 0.96055. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 209 iter 1: train loss 0.95203. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 209 iter 1: train loss 0.95203. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 11.46it/s]
epoch 209 iter 2: train loss 0.97398. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 11.46it/s]
epoch 209 iter 2: train loss 0.97398. lr 5.999999e-03:  13%|█▎        | 3/23 [00:00<00:01, 10.79it/s]
epoch 209 iter 3: train loss 0.95609. lr 5.999999e-03:  13%|█▎        | 3/23 [00:00<00:01, 10.79it/s]
epoch 209 iter 3: train loss 0.95609. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 10.27it/s]
epoch 209 iter 4: train loss 0.96507. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 10.27it/s]
epoch 209 iter 4: train loss 0.96507. lr 5.999999e-03:  22%|██▏       | 5/23 [00:00<00:01, 10.00it/s]
epoch 209 iter 5: train loss 0.94478. lr 5.999999e-03:  22%|██▏       | 5/23 [00:00<00:01, 10.00it/s]
epoch 209 iter 6: train loss 0.93605. lr 5.999999e-03:  22%|██▏       | 5/23 [00:00<00:01, 10.00it/s]
epoch 209 iter 6: train loss 0.93605. lr 5.999999e-03:  30%|███       | 7/23 [00:00<00:01, 10.05it/s]
epoch 209 iter 7: train loss 0.94938. lr 5.999999e-03:  30%|███       | 7/23 [00:00<00:01, 10.05it/s]
epoch 209 iter 7: train loss 0.94938. lr 5.999999e-03:  35%|███▍      | 8/23 [00:00<00:01,  9.78it/s]
epoch 209 iter 8: train loss 0.97720. lr 5.999999e-03:  35%|███▍      | 8/23 [00:00<00:01,  9.78it/s]
epoch 209 iter 8: train loss 0.97720. lr 5.999999e-03:  39%|███▉      | 9/23 [00:00<00:01,  9.79it/s]
epoch 209 iter 9: train loss 0.94615. lr 5.999999e-03:  39%|███▉      | 9/23 [00:00<00:01,  9.79it/s]
epoch 209 iter 10: train loss 0.95734. lr 5.999999e-03:  39%|███▉      | 9/23 [00:01<00:01,  9.79it/s]
epoch 209 iter 10: train loss 0.95734. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01, 10.48it/s]
epoch 209 iter 11: train loss 0.93810. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01, 10.48it/s]
epoch 209 iter 12: train loss 0.94736. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01, 10.48it/s]
epoch 209 iter 12: train loss 0.94736. lr 5.999999e-03:  57%|█████▋    | 13/23 [00:01<00:00, 11.08it/s]
epoch 209 iter 13: train loss 0.95684. lr 5.999999e-03:  57%|█████▋    | 13/23 [00:01<00:00, 11.08it/s]
epoch 209 iter 14: train loss 0.92074. lr 5.999999e-03:  57%|█████▋    | 13/23 [00:01<00:00, 11.08it/s]
epoch 209 iter 14: train loss 0.92074. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:01<00:00, 11.46it/s]
epoch 209 iter 15: train loss 0.95339. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:01<00:00, 11.46it/s]
epoch 209 iter 16: train loss 0.91937. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:01<00:00, 11.46it/s]
epoch 209 iter 16: train loss 0.91937. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:01<00:00, 11.32it/s]
epoch 209 iter 17: train loss 0.91765. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:01<00:00, 11.32it/s]
epoch 209 iter 18: train loss 0.94109. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:01<00:00, 11.32it/s]
epoch 209 iter 18: train loss 0.94109. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:01<00:00, 11.71it/s]
epoch 209 iter 19: train loss 0.93758. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:01<00:00, 11.71it/s]
epoch 209 iter 20: train loss 0.97028. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:01<00:00, 11.71it/s]
epoch 209 iter 20: train loss 0.97028. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:01<00:00, 11.05it/s]
epoch 209 iter 21: train loss 0.95674. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:02<00:00, 11.05it/s]
epoch 209 iter 22: train loss 0.95741. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:02<00:00, 11.05it/s]
epoch 209 iter 22: train loss 0.95741. lr 5.999999e-03: 100%|██████████| 23/23 [00:02<00:00,  9.69it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 210 iter 0: train loss 0.91952. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 210 iter 0: train loss 0.91952. lr 5.999999e-03:   4%|▍         | 1/23 [00:00<00:03,  7.19it/s]
epoch 210 iter 1: train loss 0.91968. lr 5.999999e-03:   4%|▍         | 1/23 [00:00<00:03,  7.19it/s]
epoch 210 iter 2: train loss 0.94497. lr 5.999999e-03:   4%|▍         | 1/23 [00:00<00:03,  7.19it/s]
epoch 210 iter 2: train loss 0.94497. lr 5.999999e-03:  13%|█▎        | 3/23 [00:00<00:02,  7.71it/s]
epoch 210 iter 3: train loss 0.91058. lr 5.999999e-03:  13%|█▎        | 3/23 [00:00<00:02,  7.71it/s]
epoch 210 iter 3: train loss 0.91058. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:02,  7.36it/s]
epoch 210 iter 4: train loss 0.97311. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:02,  7.36it/s]
epoch 210 iter 5: train loss 0.95757. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:02,  7.36it/s]
epoch 210 iter 5: train loss 0.95757. lr 5.999999e-03:  26%|██▌       | 6/23 [00:00<00:02,  8.33it/s]
epoch 210 iter 6: train loss 0.93275. lr 5.999999e-03:  26%|██▌       | 6/23 [00:00<00:02,  8.33it/s]
epoch 210 iter 6: train loss 0.93275. lr 5.999999e-03:  30%|███       | 7/23 [00:00<00:01,  8.36it/s]
epoch 210 iter 7: train loss 0.94050. lr 5.999999e-03:  30%|███       | 7/23 [00:00<00:01,  8.36it/s]
epoch 210 iter 8: train loss 0.90158. lr 5.999999e-03:  30%|███       | 7/23 [00:00<00:01,  8.36it/s]
epoch 210 iter 8: train loss 0.90158. lr 5.999999e-03:  39%|███▉      | 9/23 [00:00<00:01,  9.33it/s]
epoch 210 iter 9: train loss 0.96698. lr 5.999999e-03:  39%|███▉      | 9/23 [00:01<00:01,  9.33it/s]
epoch 210 iter 10: train loss 0.95679. lr 5.999999e-03:  39%|███▉      | 9/23 [00:01<00:01,  9.33it/s]
epoch 210 iter 10: train loss 0.95679. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01,  9.93it/s]
epoch 210 iter 11: train loss 0.90693. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01,  9.93it/s]
epoch 210 iter 12: train loss 0.94839. lr 5.999999e-03:  48%|████▊     | 11/23 [00:01<00:01,  9.93it/s]
epoch 210 iter 12: train loss 0.94839. lr 5.999999e-03:  57%|█████▋    | 13/23 [00:01<00:00, 10.11it/s]
epoch 210 iter 13: train loss 0.97429. lr 5.999999e-03:  57%|█████▋    | 13/23 [00:01<00:00, 10.11it/s]
epoch 210 iter 14: train loss 0.93720. lr 5.999999e-03:  57%|█████▋    | 13/23 [00:01<00:00, 10.11it/s]
epoch 210 iter 14: train loss 0.93720. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:01<00:00, 10.63it/s]
epoch 210 iter 15: train loss 0.94485. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:01<00:00, 10.63it/s]
epoch 210 iter 16: train loss 0.97207. lr 5.999999e-03:  65%|██████▌   | 15/23 [00:01<00:00, 10.63it/s]
epoch 210 iter 16: train loss 0.97207. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:01<00:00, 11.14it/s]
epoch 210 iter 17: train loss 0.93757. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:01<00:00, 11.14it/s]
epoch 210 iter 18: train loss 0.91703. lr 5.999999e-03:  74%|███████▍  | 17/23 [00:01<00:00, 11.14it/s]
epoch 210 iter 18: train loss 0.91703. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:01<00:00, 11.34it/s]
epoch 210 iter 19: train loss 0.92277. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:01<00:00, 11.34it/s]
epoch 210 iter 20: train loss 0.98092. lr 5.999999e-03:  83%|████████▎ | 19/23 [00:01<00:00, 11.34it/s]
epoch 210 iter 20: train loss 0.98092. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:01<00:00, 11.17it/s]
epoch 210 iter 21: train loss 0.99434. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:02<00:00, 11.17it/s]
epoch 210 iter 22: train loss 0.95061. lr 5.999999e-03:  91%|█████████▏| 21/23 [00:02<00:00, 11.17it/s]
epoch 210 iter 22: train loss 0.95061. lr 5.999999e-03: 100%|██████████| 23/23 [00:02<00:00, 11.25it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 211 iter 0: train loss 0.96889. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 211 iter 1: train loss 0.95222. lr 5.999999e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 211 iter 1: train loss 0.95222. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 13.36it/s]
epoch 211 iter 2: train loss 0.92566. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 13.36it/s]
epoch 211 iter 3: train loss 0.92649. lr 5.999999e-03:   9%|▊         | 2/23 [00:00<00:01, 13.36it/s]
epoch 211 iter 3: train loss 0.92649. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 13.25it/s]
epoch 211 iter 4: train loss 0.94155. lr 5.999999e-03:  17%|█▋        | 4/23 [00:00<00:01, 13.25it/s]
